adipose tissue,adrenal gland,appendix,bone marrow,breast,bronchus,cartilage,caudate,cerebellum,cerebral cortex,cervix,choroid plexus,colon,dorsal raphe,duodenum,endometrium,endometrium 1,endometrium 2,epididymis,esophagus,eye,fallopian tube,gallbladder,hair,heart muscle,hippocampus,hypothalamus,kidney,lactating breast,liver,lung,lymph node,nasopharynx,oral mucosa,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,skin 1,skin 2,small intestine,smooth muscle,soft tissue 1,soft tissue 2,sole of foot,spleen,stomach 1,stomach 2,substantia nigra,testis,thymus,thyroid gland,tonsil,urinary bladder,vagina
,TMEM19,BORA,GBA1,EEF2,CMTR1,,SPTY2D1,KCNMB4,NEK3,ZNF3,,LYPLA1,,MGME1,,SLC20A2,CALR,AMFR,PLD4,,PELI2,BCL2L2,,RBM14,ZDHHC14,,MINDY2,,,TGOLN2,CYCS,RTF1,,,GALNT2,GPR183,,DAD1,MACC1,SNRPB2,,GNG5,MYD88,,,UBC,CHCHD6,TSPAN8,,,,,H2BC8,PRPF4,HMGA1,,REEP6,,BRAF,SENP7,CPSF7,
,AMDHD1,COG3,ACAD9,HDGFL2,YIPF3,,EDC3,MDM2,VPS36,A2ML1,,CRISPLD1,,TMEM74B,,TMUB2,PTPN11,NAE1,MCM7,,DCAF5,MIS18BP1,,TNFSF12,YPEL2,,IVD,,,POC5,MALT1,TUBGCP4,,,ARF1,CCDC8,,REEP5,TUBA8,MGME1,,MSRB3,TADA2B,,,DCP1B,PSKH1,RAB3IP,,,,,H3C8,USP20,MTCH1,,SPTBN1,,WDR19,COX17,PPP4C,
,NEDD1,LMO7,DNAJC28,NDUFV1,BPHL,,CALR,KLHL36,TBC1D4,HSP90B1,,COPS5,,FAM110A,,NDUFS5,RTL3,ZFYVE28,ZNF3,,PTGR2,DAD1,,RDH14,PSMD2,,KNSTRN,,,XRCC4,ZNF131,RMDN3,,,CNIH4,PCBP1,,MAP7D3,OLFML1,FAM110A,,DDX23,EVC2,,,OXSM,ATAD3B,LRRC61,,,,,H2BC6,PSMB7,FAM8A1,,AUP1,,C12orf43,SECISBP2L,MKX,
,SDSL,SPRY2,FLII,HID1,HMGA1,,PTPN11,MPHOSPH6,BORA,SLFN5,,AKAP1,,MRPS26,,LRATD2,FAM156B,CARMIL2,A2ML1,,AK7,TTI2,,YAE1,PPM1E,,CHAC1,,,PFKM,SUCLG2,GTF2B,,,MBOAT2,INO80E,,CDKN1C,PGP,MRPS26,,PELI3,HECTD4,,,UBE3B,SSU72,PLA2G5,,,,,H2BC17,XPA,NUMA1,,RTN4,,BABAM2,TMOD3,SAP18,
,MMAB,RCBTB2,ZNF619,ATP5PD,FLOT1,,GCC1,EGLN1,SUCLA2,MRPL16,,TRIM25,,NECAB3,,LDLRAD4,ELMOD2,ABR,TMED3,,TCF12,CBFA2T3,,EGFL8,FAM131A,,CLN6,,,GPR180,STARD5,PNPT1,,,LBR,NFU1,,RPS4Y1,ALDH1A3,HNRNPR,,ANGEL2,COQ2,,,EIF4E,NDUFV3,EPS15L1,,,,,H3C6,RPL35,SYTL2,,DOK1,,NCK1,PPCDC,ADGRL3,
,SLC46A3,LCP1,IMPDH2,GHDC,MDC1,,AKAP5,RGS8,MED4,YWHAB,,TBX2,,RALY,,STX18,CIITA,ARHGAP35,NAV2,,SORD,PHF10,,ATP5PO,MED16,,COPB1,,,RAD17,CSDC2,THUMPD2,,,PDIA6,C15orf40,,SHC2,MAML2,MAX,,HRAS,CKS1B,,,TEX30,U2AF1,KLF2,,,,,H3C11,CTSV,RNF121,,POLE4,,PRXL2C,HNRNPD,PDCD4,
,SLC7A1,SETDB2,BOLA1,FAM234A,MTCH1,,TSHZ1,DHX9,ITM2B,CCNDBP1,,SLC35B1,,EIF2S2,,USP39,CDC42EP4,CPAMD8,ZBTB39,,ZSCAN29,STARD8,,MRPL33,BANF1,,SUMF2,,,CDYL,IL16,PREB,,,ATP6V1C2,RAMAC,,CBFA2T3,TOP1MT,NECAB3,,SRP72,GOLGB1,,,SRFBP1,RRP1B,GFER,,,,,AATF,DSCC1,TGS1,,CCDC88A,,MRAS,SEC31A,PIP4K2A,
,SUOX,C7orf25,ZNF518B,E4F1,ANKRD42,,PRKRA,RC3H1,NUDT15,SMAD3,,FAM117A,,ROMO1,,LRRC28,SSC5D,MIX23,PATL1,,CDAN1,GNL3L,,TTC4,SMAD2,,PALLD,,,TXNDC11,CLP1,LRPPRC,,,HNRNPLL,DUS1L,,PHF10,COPB2,RALY,,PDE12,MAP3K11,,,QTRT2,GATD3,WDR24,,,,,H2BC9,DERL1,NEK1,,EVA1A,,GPRASP2,GPAT3,SEC24D,
,NABP2,TNS3,GALNT11,ECI1,NUMA1,,ZNRF2,DOCK10,SETDB2,AKTIP,,TMEM131L,,BPIFB1,,ZNF608,TSHZ1,PDE9A,MRPL16,,ANP32A,DOCK6,,TMEM35B,RFESD,,BBOX1,,,DAB2,SMPDL3A,DTNB,,,EML4,HNRNPF,,STARD8,HDDC3,ROMO1,,GLMN,MICOS10,,,RNF144A,ITGB2,GNG13,,,,,H3C1,IL33,DDX60,,MRPL19,,H2BC5,PRDM5,UBC,
,SMARCC2,TBRG4,TMEM11,SRRM2,SYTL2,,FGD6,CAB39,KDELR2,PHB1,,TSHZ3,,PSMB2,,PPIC,FAHD1,U2AF1,PIP4K2C,,HMG20A,PRKCSH,,MRPS6,LIPT2,,DCTD,,,BCL2L11,RAD9A,ATAD1,,,CALM2,CSGALNACT2,,SAT1,MED12,PSMB2,,YIF1A,PPP1R14B,,,WWC2,MCM3AP,SMARCA4,,,,,H2BC3,APTX,SQOR,,LANCL1,,EIF5B,G3BP2,DCP1B,
,KANSL2,SRSF1,ZFAND2A,SDHAF2,TGS1,,GAS1,COX5B,NACAD,SLC27A4,,PYROXD1,,UROD,,ATP5ME,TDRP,ICOSLG,MTMR10,,IGF1R,CDC16,,BCKDHA,DRAP1,,TXNDC17,,,HNRNPU,CFL1,CALHM2,,,ABHD1,BRD3,,GNL3L,H2BC21,UROD,,AMY1B,FKBP2,,,ACSL1,S100B,TICAM1,,,,,H2AC8,DCTN3,SLTM,,GLS,,SPATA2,SEPTIN11,TMEM263,
,ESD,LIMD2,DHFR2,DDB1,DDX60,,H2AC6,MFSD9,RSAD1,URM1,,PSPC1,,ST3GAL3,,UQCRFS1,FGD6,SLX9,YWHAB,,PIF1,ACE2,,CDK11B,C11orf68,,FXR2,,,NR4A2,SP3,ARL3,,,ZNF514,IFFO2,,PRKCSH,EIF4ENIF1,TUBGCP3,,CD164L2,GMPPB,,,GPATCH11,SIK3,TUBA4A,,,,,TYW1B,TMEM8B,THBS1,,PAPOLG,,PPP1R9A,USO1,UBE3B,
,RB1,ACTL6A,ZHX2,VPS37C,BUD13,,H2BC4,GCC2,SRSF1,RNF214,,PDZRN3,,TUBGCP3,,MECP2,H2BC4,VAV2,CCNDBP1,,PML,SAFB2,,HAUS5,ZNF169,,CCNT1,,,LPCAT1,RNASEH2C,CARF,,,SFXN5,ALCAM,,APOE,NDUFA12,PDCD2L,,PACS1,CHD2,,,HSPB8,SAFB,VIL1,,,,,H2BC7,ALDH1B1,MAPKBP1,,UNC50,,ZC3H18,CENPE,TWF1,
,SBNO1,NDUFB5,SPTY2D1,C2CD3,CTDSPL2,,SLC36A4,C2orf49,BRIP1,CDK12,,NAA50,,PDCD2L,,ASMTL,YOD1,MCM3AP,SMAD3,,LINS1,RPL36,,ENSG00000250644,ETV4,,ILF3,,,ING1,ANKRD13D,ASNSD1,,,AFF3,CNTROB,,APOC1,TRARG1,RBM42,,CSRP2,CEP83,,,EPG5,S100A1,ECHS1,,,,,MARCKS,HINT2,NDUFAF1,,CCT4,,TMED4,LEF1,SRFBP1,
,RBM26,MRPL47,EDC3,RPSA,NDUFAF1,,MAP6D1,ISCU,ACTL6A,MYO5B,,KIF18A,,RBM42,,FAM110B,SLC36A4,SIK3,AKTIP,,ULK3,GTPBP3,,PRKDC,SWI5,,ADCY4,,,CNKSR3,MYD88,SSB,,,UBXN4,TRAPPC1,,LRCH2,TMED9,UBA2,,CCDC85B,PC,,,ATP5F1A,CHTOP,POR,,,,,H3C7,RPS6,KIF23,,EHBP1,,EMSY,HADH,EPS8,
,GRTP1,TRA2B,ZFPM1,CTNNB1,KIF23,,ZNF792,SCYL2,NDUFB5,TRIM68,,CRY2,,UBA2,,ATF5,PPA1,SAFB,PHB1,,ABHD2,NSUN5,,PINX1,CREG2,,DAD1,,,DDAH1,OXSR1,PPIG,,,SCRN3,TMEM192,,ACE2,IMMP2L,COX6B1,,ORAI3,RCE1,,,HAUS1,ZBTB7B,PAICS,,,,,H2BC10,FOXP4,HAUS2,,COQ10B,,DEDD,SEC24B,ACAD8,
,FITM1,GALNT5,LACC1,SAC3D1,ITGA11,,CHRM2,SLC41A2,TRA2B,ZNF668,,ZMYM2,,COX6B1,,MN1,ZNF792,CHTOP,COQ4,,MFGE8,PGLS,,HTD2,ZDHHC21,,RHBDF2,,,MSI2,GRK2,SENP7,,,LNPK,HNRNPA3,,SAFB2,JAG2,CCR7,,TPRN,UQCRH,,,TGOLN2,SHC1,TUBGCP6,,,,,H4C1,KLC4,RTF1,,CHST10,,NPM2,SLC39A8,THYN1,
,DCAF5,TANK,SERTAD2,SF1,RTF1,,NPM1,NEK3,MARCHF7,TPM4,,TBC1D15,,RRAS,,SLC50A1,SCRIB,SHC1,URM1,,MCTP2,TULP4,,ENSG00000255639,ORAI3,,TTI2,,,UBASH3B,RELA,COX17,,,UBR3,RNF150,,RPL36,NELFA,FRMD8,,CSTF3,TAS1R1,,,POC5,NLRX1,SDF2L1,,,,,H3C10,KIF13A,RMDN3,,PDCL3,,UBE2Z,YARS2,QTRT2,
,RAB15,SKIL,SSC5D,NUDT16L1,RMDN3,,H2AC25,BORA,HLX,GATAD2A,,ZCCHC17,,SCAF1,,SHE,LRRC57,LMNA,KATNAL2,,GLYR1,SNX9,,ENSG00000255730,ZNF683,,CDKN1C,,,TOMM70,EVC2,SECISBP2L,,,PTH2R,PDCD6IP,,GTPBP3,SLC24A3,PRDX5,,TCP11L1,TOMM20,,,JMY,LMNA,MGAT3,,,,,TBCE,YIPF3,UACA,,HSPE1,,CBR1,NDUFA9,ZNF827,
,JDP2,RPS6KC1,TSHZ1,H3-4,PLCB2,,DDX60L,LRCH1,BIN1,CDT1,,KHDRBS1,,SBDS,,PTPN9,CHRM2,CCDC12,STIM1,,DHX38,RTN4IP1,,DNAAF4,BNIP3,,CBFA2T3,,,PITPNC1,HECTD4,TMOD3,,,COPS7B,MRAP,,NSUN5,H2BC13,RRAS,,CCDC57,JUP,,,XRCC4,CCDC12,ADORA2A,,,,,ENSG00000285304,SLC22A23,RABGGTB,,IL18R1,,SIM2,RBP5,NR3C2,
,SLC12A6,ZNG1B,HCLS1,DDIT4,GTF2B,,ZBTB2,SUCLA2,UGGT1,ANKRD11,,CCRL2,,TRAP1,,SDC2,ZNF707,NACC1,TRIM68,,NUDT7,QRSL1,,CUX1,ZSCAN2,,PUDP,,,ABCA9,TRMT112,SEC31A,,,GMPPA,STX8,,PGLS,FAM174B,SBDS,,GJC3,CCS,,,MBNL1,AZGP1,BAIAP2L2,,,,,H3C2,LRRC1,IFI44L,,ABCB6,,PTMS,PEX5,AKR1C2,
,TCF12,WDR33,H2AC6,GLYCTK,PNPT1,,TMIE,MED4,ABI1,TUBA1A,,ZNF639,,NSRP1,,TM2D2,MUC16,DVL3,ZNF668,,GCSH,PGPEP1,,MAP1LC3B2,PRR18,,PHF10,,,BUB3,KDM2A,GPAT3,,,EAF1,UBB,,TULP4,PCGF3,WNK4,,FAM91A1,CTSF,,,GJA1,NACC1,MPST,,,,,H3C3,RIPK1,PNPT1,,PASK,,AMFR,TMEM19,ASAP2,
,ZSCAN29,UGGT1,H2BC4,IRF2BP2,DYNC2LI1,,SLX1B,COG3,DNAJC1,TUBA1C,,PIK3CA,,IFI6,,CCDC8,NPM1,PCYT1A,TPM4,,MBTPS1,JUND,,PDF,EID2,,STARD8,,,DIPK1A,PARP14,PRDM5,,,GOLGA4,FOS,,SNX9,P4HB,TRAP1,,SHMT1,FAM174A,,,SAR1B,SH2B2,TST,,,,,PRRC2B,HMGA1,THUMPD2,,PLEKHB2,,GPBP1L1,TMTC3,TMEM45B,
,ANP32A,ABI1,SSR4,H1-4,THUMPD2,,ZNF875,ITM2B,CDK9,ZNF146,,PDS5A,,ZNF384,,GJB1,DHTKD1,U2AF1L4,MIDN,,NDUFB10,UBAC1,,MRPL46,GJC3,,ECSIT,,,CXADR,CKS1B,NUP54,,,RPL32,HARS1,,QRSL1,DMWD,NSRP1,,SMCR8,DDX23,,,HNRNPDL,RPL8,IFT22,,,,,,FLOT1,PREB,,PRKD3,,NAE1,AMDHD1,CCDC122,
,ETFA,CDK9,CAPS2,MFSD2A,LRPPRC,,ZBTB20,NUDT15,STXBP1,LY6D,,TMEM54,,UXT,,PCBP1,ZNF875,THAP8,GATAD2A,,TCF25,SAMD10,,ENSG00000262660,LMNB2,,CDC16,,,ATP5PF,TUBB8B,BMP2K,,,SHQ1,PYM1,,MTRES1,LAMP1,IFI6,,DEAF1,PELI3,,,PTPRK,MAML1,NDUFA5,,,,,,MTCH1,LRPPRC,,RAB3GAP1,,DFFA,NEDD1,PTPN14,
,HMG20A,KLF4,ZNF792,TAP1,DTNB,,COPG1,RCBTB2,PRPF4,EEF2,,ZSCAN20,,TIMM17B,,INO80E,ZBTB20,PLXDC1,CDT1,,GAS8,TAF4,,MRPL12,BASP1,,ACE2,,,GABPA,GOLGB1,G3BP2,,,ABHD10,PA2G4,,ACTN4,NDUFA13,ZNF384,,EPS8L2,AKIRIN1,,,ADGRA3,PSMC2,MRPS12,,,,,,FAM8A1,DTNB,,RMDN2,,ATAD3B,TDG,GPATCH11,
,IGF1R,NIBAN2,ZNF707,COG7,ARL3,,RFX7,SETDB2,FPGS,HDGFL2,,CLCC1,,PCNX4,,RAMAC,IBA57,FDXR,TRAPPC2L,,GFOD2,ADRM1,,MYZAP,SMCR8,,SAFB2,,,XPC,MICOS10,SCARB2,,,BOC,TRABD,,GDF15,KRT5,UXT,,ANO6,SLCO2A1,,,CDYL,DVL3,PDE11A,,,,,,THAP12,STAMBPL1,,DARS1,,CPAMD8,GLTP,CYSLTR2,
,ARRDC4,CDK5RAP2,NPM1,SLC20A2,FAM149B1,,RNF41,KDELR2,USP20,KRT1,,GPSM2,,KTN1,,MT1E,CLDN7,SRSF2,ANKRD11,,SGSM2,EXOSC2,,SRSF8,RPS6KA3,,RPL36,,,CXXC1,SMARCC1,CCNG2,,,SRPRB,KIF5B,,PGPEP1,PPP1CC,PCNX4,,RPS6KA3,SRP72,,,TXNDC11,PCYT1A,HAT1,,,,,,NUMA1,KIF11,,SRSF7,,MIX23,GIT2,EPG5,
,PIF1,USP20,H2AC25,TMUB2,ATIC,,C5orf24,NACAD,GABBR2,ATP5PD,,RPL21,,RHOJ,,CSGALNACT2,C5orf24,LSM12,RPL13,,PTRH2,CHMP2A,,STRADA,GJD4,,GTPBP3,,,MPPE1,GMPPB,SHROOM3,,,AMT,NDUFA3,,JUND,RXRA,KTN1,,PAWR,RIN1,,,DAB2,DMKN,MYO5C,,,,,,NARS2,CALHM2,,SDC1,,U2AF1,NUP58,ATP5F1A,
,CYP11A1,MRPL50,P2RY13,AXIN2,CARF,,GET1,RSAD1,PSMB7,TMEM88,,MTIF3,,PLEKHG3,,SYAP1,GET1,LARP4,TUBA1A,,AFG3L2,TRIM28,,NDUFA7,PPFIA3,,BST2,,,EME1,ZNF622,CENPE,,,MANF,TANC2,,UBAC1,ANKRD37,TRMT5,,TBL1XR1,YIF1A,,,BCL2L11,U2AF1L4,DLL4,,,,,,RNF121,ARL3,,PLCL1,,RRP1B,SLC7A1,TGOLN2,
,PCSK6,GOLGA1,AMIGO1,NDUFS5,ASNSD1,,RGMA,NMT1,RABEPK,TMC8,,RASL11A,,RHOT1,,GUSB,FAM89A,TAMALIN,TUBA1C,,SLC39A6,EIF2S3,,FAM156A,ACOT4,,PGLS,,,ANKRD40,TOMM20,INTS12,,,ATP10D,S1PR1,,TAF4,ZNF75D,PLEKHG3,,GBA1,DHX36,,,RASSF3,SAP30BP,IVD,,,,,,TGS1,DNAJC13,,SOS1,,G6PD,N4BP2L1,POC5,
,ABHD2,XPA,COPG1,CNNM3,SSB,,UBA7,SRSF1,XPA,FAM234A,,OCRL,,FAM78A,,PUSL1,IST1,BICDL2,NCKAP5L,,RPRD1A,ARHGEF16,,H3Y2,SLC25A22,,SNX9,,,ZNF18,C1QTNF1,HADH,,,KLHL8,FEZ2,,EXOSC2,ZFP91,RHOT1,,CRACR2B,PACS1,,,HNRNPU,SRSF2,CALML4,,,,,,DDX60,FAM149B1,,ORC2,,GPSM1,SMARCC2,JMY,
,ZNF710,RPL35,RFX7,TET2,PPIG,,RAD51B,TEX2,NCBP1,E4F1,,KIAA1191,,SLC10A3,,SF3B5,MRPS16,ASRGL1,LY6D,,ESCO1,LRRC47,,RASL10B,TBL1XR1,,RTN4IP1,,,CYP2U1,SRP72,PAPSS1,,,TIFA,GIMAP8,,CHMP2A,ZSCAN30,AIF1L,,DNAJC28,MARCKSL1,,,NR4A2,LSM12,LOXL1,,,,,,SQOR,ATIC,,C2orf42,,SIK3,CSAD,XRCC4,
,CRTC3,DSCC1,C5orf24,ADAL,MDH1B,,EXOC7,BRIP1,ANP32B,SRRM2,,COPA,,MAP2K2,,ALCAM,RAD51B,NXF1,EEF2,,OSBPL1A,ATP5IF1,,H3-7,C18orf32,,MTRES1,,,AK9,DENND6A,SEC24B,,,SPATA5,C1GALT1C1,,TRIM28,TPCN1,SLC10A3,,CHID1,PSMD2,,,ADGRF4,LEMD2,COPB1,,,,,,SLTM,ASNSD1,,PCYOX1,,SAFB,ZNF740,PFKM,
,GLYR1,DERL1,IDH2,GFM1,CIR1,,CEP97,ACTL6A,RPL35,SDHAF2,,SERAC1,,HNRNPH2,,YWHAG,ARL6IP4,RPS6KA4,HDGFL2,,PELP1,THEMIS2,,ZNHIT3,PIDD1,,PGPEP1,,,PIP4P2,GLMN,CPNE8,,,RPS3A,GRIK1,,YIPF2,HEXIM1,MAP2K2,,ZNF619,PCCA,,,CYRIB,RPL26,PSMA1,,,,,,THBS1,METTL5,,KISS1R,,CHTOP,RB1,HNRNPDL,
,PMM2,POLR1E,DEXI,ANKRD49,SENP7,,MXRA7,NDUFB5,CTSV,VPS37C,,SHLD2,,CANX,,CNTROB,FIGN,LRP5,GLOD4,,CCDC40,HIP1R,,H2BC14,GBA1,,LSM4,,,OTUD6B,MRPS22,YARS2,,,CBR4,TMEM126A,,EIF2S3,TMEM17,HNRNPH2,,BET1L,DCTN2,,,TRAPPC8,SNRNP25,SUMF2,,,,,,MAPKBP1,SSB,,SUMO1,,FLAD1,SBNO1,CWC27,
,PARN,UBAP2,IST1,USP39,COX17,,RPS17,MRPL47,DSCC1,SPINDOC,,CCDC18,,INTS11,,ZNF778,YBEY,MAGOH,KLK13,,EIF4A3,EIF3G,,H2BC8,ACAD9,,JUND,,,GTF3C6,PACS1,ALG10,,,NDUFS6,GAA,,ARHGEF16,PLCD1,CANX,,DMAP1,RFESD,,,LPCAT1,BICDL2,SPCS3,,,,,,NDUFAF1,PPIG,,NFE2L2,,SHC1,VPS37B,CDYL,
,FTO,APTX,RAD51B,ZNF608,SECISBP2L,,HAPSTR1,TRA2B,DERL1,CTNNB1,,HNRNPA2B1,,COX7C,,RNF150,EXOC7,PLPP3,ATP5PD,,CSNK1D,ZNF426,,H3C8,TMEM94,,UBAC1,,,USP25,MARCKSL1,PEX5,,,PLK2,MRPL36,,LRRC47,ENTPD5,INTS11,,NDUFAF3,LIPT2,,,CD8A,NXF1,TPH1,,,,,,KIF23,FASTKD1,,MSH6,,NLRX1,RHOF,SMARCA5,
,CDR2,TLN1,FIGN,COMMD8,TMOD3,,PLCXD3,SCN2A,PLAA,SF1,,FKBP9,,ABHD8,,PDCD6IP,RWDD4,GMEB1,TMEM88,,CBX8,PNCK,,CASTOR2,DMAP1,,TAF4,,,DBI,CSRP2,LGR5,,,SHISAL2B,LRRC8C,,EIF3G,NAP1L1,COX7C,,STAP2,RAB6A,,,GTF2E1,RPS6KA4,DCTD,,,,,,HAUS2,OLA1,,SPR,,LMNA,DENR,RASSF3,
,DHX38,SIT1,FES,ATP5ME,PRKG2,,RBM10,ERMN,APTX,COPS6,,RECK,,TSPAN8,,MRAP,ANXA2,LAPTM5,KRT24,,SECTM1,DKC1,,H2BC6,NDUFV2,,ADRM1,,,C9orf85,TMEM9B,NEDD1,,,GIN1,ETFDH,,DNMT1,SESTD1,ABHD8,,GALNT11,CCDC85B,,,CFDP1,MAGOH,PLD2,,,,,,RTF1,CIR1,,ALMS1,,CCDC12,RBM26,HNRNPU,
,NUDT7,CD72,GLRX5,HNRNPH1,GPAT3,,GLUD2,HLX,RNF38,NUDT16L1,,SPINK4,,LRRC61,,CRTAP,GLUD2,RBBP4,E4F1,,DYM,NOL11,,H2BC17,ZNF518B,,ASS1,,,PDIA4,TBC1D10C,TDG,,,DDX46,TBCA,,PNCK,C11orf96,TSPAN8,,CALML5,RPS6KB2,,,MSI2,GMEB1,FXR2,,,,,,PARP6,WDR12,,DHCR24,,GPATCH4,DCAF5,RANBP2,
,GCSH,TMEM8B,RPS17,MECP2,PRDM5,,AP2A2,RPS6KC1,DCTN3,FAM83B,,KIAA1549,,PLA2G5,,STX8,EWSR1,NFIA,ECI1,,BRD4,UBA1,,H3C6,TMEM11,,EXOSC2,,,FZD7,ZNF169,RITA1,,,RMND5B,METTL18,,DKC1,TRPV2,LRRC61,,ZFAND2A,SWI5,,,SDHAF4,SELENON,PHF20L1,,,,,,RMDN3,SENP7,,DNAJC16,,NACC1,GPR65,NR4A2,
,CMTM3,ALDH1B1,ACBD3,ASMTL,BMP2K,,SLC8A1,BIN1,RPS6,H3-4,,PLAU,,EPS15L1,,UBB,SF3A3,FUBP1,SRRM2,,MVB12A,LATS1,,H3C11,P4HTM,,UCK1,,,RNF20,ZDHHC21,SDSL,,,BOD1,ZNF540,,MPP1,NHEJ1,PLA2G5,,DHFR2,ZDHHC21,,,CHST9,PDPN,ILF3,,,,,,GTF2B,COX17,,CACYBP,,RECQL4,JDP2,TRAPPC8,
,NOL3,DENND4C,LCK,FAM110B,G3BP2,,PCP4,UGGT1,FOXP4,MAPK1IP1L,,CISD1,,GFER,,TMED10,GPR132,LRRIQ3,DDB1,,DUS3L,RBM39,,AATF,MAF,,TRIM28,,,RRAGA,CSTF3,MMAB,,,GFOD1,ZNF570,,NOL11,SEMA4D,EPS15L1,,COX5A,ORAI3,,,TBCEL,DHRS3,SLC44A2,,,,,,RABGGTB,SECISBP2L,,RALGPS2,,MAML1,TCF12,NMRAL1,
,MEAK7,RPS6,EWSR1,MN1,SEPTIN11,,ABAT,ABI1,YIPF3,DDIT4,,ECD,,WDR24,,KRT8,PCBP3,ATXN7L2,VPS37C,,CCDC97,ZNF428,,H2BC9,COX5A,,METTL26,,,PXYLP1,TCP11L1,GIT2,,,KLHL3,MRM3,,UBE4B,MCRS1,KLF2,,ZHX2,LYSMD3,,,NRGN,RBBP4,ADCY4,,,,,,DBT,TMOD3,,MRPL37,,DVL3,ZSCAN29,GTF2E1,
,NDUFB10,KLC4,SPNS2,RSPO1,SCARB2,,CAMK1D,DNAJC1,TINAG,IRF2BP2,,VPS26A,,GNG13,,MGMT,TNFAIP8L3,EXTL2,C2CD3,,SIRT3,PPT1,,H3C1,DPY19L3,,ARHGEF16,,,RASA2,CCDC57,TCHP,,,TRIM7,PTEN,,HABP4,H1-2,GFER,,MPI,CCDC57,,,ABCA9,NFIA,BCL2L2,,,,,,HADHB,HERC3,,PARK7,,PCYT1A,LYSMD2,CFDP1,
,DEF8,YIPF3,MCEMP1,PTPN9,CCNG2,,GDPGP1,CDK9,SLC22A23,NT5DC2,,ACADS,,SMARCA4,,HARS1,H3C13,PEX19,RPSA,,IFITM3,RAB11FIP4,,TUBGCP5,EIF3K,,LRRC47,,,SLA,ANAPC2,SLC46A3,,,FAM193B,RPS7,,UBA1,UBQLN2,WDR24,,TMEM139,ZSCAN2,,,ABCA5,MYSM1,RNASE1,,,,,,PNPT1,HNRNPD,,SRSF4,,U2AF1L4,BNIP2,SREK1,
,TCF25,SLC22A23,AP2A2,SDC2,CENPE,,DDX41,STXBP1,HMGA1,H1-4,,RNF11,,TICAM1,,DNAJC18,KLHL25,DENND2D,CTNNB1,,URB1,HAUS8,,H2BC3,RRS1,,ATP5IF1,,,NAT2,ZBTB8OS,NABP2,,,ARHGAP18,ATPAF2,,LATS1,LAMTOR4,SMARCA4,,TUFM,RNPEP,,,BUB3,FUBP1,DAD1,,,,,,THUMPD2,GPAT3,,ATP5PB,,SAP30BP,ANP32A,ABCA9,
,GALNS,BPHL,PTTG1IP,TM2D2,PAPSS1,,TEKTIP1,PRPF4,FLOT1,DTYMK,,RASSF8,,TUBA4A,,PA2G4,ALYREF,SNED1,SF1,,AKT1,TBC1D5,,H2AC8,FARSA,,THEMIS2,,,MCU,ZSCAN2,SMARCC2,,,TAAR1,NME6,,EPS8L1,ZNF559,TICAM1,,FARSA,EID2,,,CXADR,HENMT1,CDO1,,,,,,PREB,BMP2K,,HDAC1,,SRSF2,PSTPIP1,ABCA5,
,GAS8,RIPK1,SF3A3,CCDC8,KIF21A,,SF3A3,USP20,MDC1,RAB31,,CCDC91,,VIL1,,TRABD,MACC1,MRPL55,NUDT16L1,,NLRP12,RBSN,,TYW1B,SPTY2D1,,HIP1R,,,MIDEAS,CRLF3,KANSL2,,,TMEM181,CYCS,,RBM39,H3-5,TUBA4A,,SPTY2D1,EID2B,,,C21orf91,C1orf52,REEP5,,,,,,LRPPRC,G3BP2,,RNF19B,,LSM12,HMG20A,ENAH,
,COPS3,HMGA1,ASB7,MUC15,YARS2,,EP400,MRPL50,ATAT1,HEXIM2,,WWP1,,ECHS1,,KIF5B,TRAIP,SANBR,SETD5,,ZNF787,PSME3,,H2BC7,CALR,,PPAN,,,USP16,LPCAT4,ZNF740,,,WTAP,MRPL13,,GFAP,CERKL,VIL1,,EDC3,LPCAT4,,,CCDC174,GBP2,ITFG1,,,,,,ACTR1A,SEPTIN11,,SFPQ,,DBF4B,NEIL1,SH3RF1,
,KSR1,MDC1,GPR132,PCBP1,PEX5,,UTP11,GABBR2,MTCH1,FNTA,,TRIR,,POR,,AKAP13,CHEK2,H3-3A,FAM83B,,TIMM29,RPL27,,H3C7,PTPN11,,DKC1,,,TIAM1,PHLDB3,LPAR6,,,MDH2,PAIP1,,ATP6V1E1,RALGAPA2,PNKD,,CALR,TMEM80,,,CXXC1,PEX19,TTI2,,,,,,STAMBPL1,SCARB2,,ARHGEF2,,TAMALIN,IGF1R,BUB3,
,C17orf80,MTCH1,EP400,INO80E,LGR5,,H3C13,PSMB7,VARS2,SERINC2,,ADGRE5,,PAICS,,GPR27,TUBA8,SLC16A14,H3-4,,EVI5L,NDUFA2,,CISD3,CDC42EP4,,UBA1,,,UQCRB,RUFY1,ESD,,,NIPSNAP2,DPAGT1,,ZNF428,SUMO2,ECHS1,,RAD23A,WDR73,,,PPP4R1,SNED1,RPS4Y1,,,,,,CALHM2,USO1,,MEF2D,,LEMD2,PIF1,DIPK1A,
